id,date,business_line,product_line,region,subregion,mortgage_type,valuation,dtv,balance,monthly_repayment,months_in_arrears,pd_12m,in_default
ID1007700207,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,343858.5543,0.437008477,150269,1565,0,0.000291905,false
ID1007700208,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,400419.6862,0.333355311,133482,618,3,1,true
ID1007700209,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,342442.2939,0.368052266,126037,10503,1,0.000329309,false
ID1007700210,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,398378.0877,0.42558358,169543,706,0,0.000318421,false
ID1007700211,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,336240.3788,0.320087525,107626,2242,0,0.000321987,false
ID1007700212,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,floating rate,380808.8834,0.457559104,174243,1452,0,0.000348817,false
ID1007700213,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,340391.6493,0.390042531,132767,1383,2,0.000347603,false
ID1007700214,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,441881.3246,0.494731936,218613,1012,0,0.00031865,false
ID1007700215,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,325671.8646,0.457034965,148843,459,0,0.000316024,false
ID1007700216,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,360808.6687,0.450924034,162697,484,1,0.000204101,false
ID1007700217,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,358611.2959,0.387148567,138836,503,3,1,true
ID1007700218,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,385790.2136,0.460221939,177549,1480,0,0.000368168,false
ID1007700219,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,351960.1823,0.53685079,188950,15746,2,0.000373114,false
ID1007700220,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,340433.0128,0.423099482,144037,500,0,0.000337233,false
ID1007700221,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,382677.5983,0.412270993,157767,6574,0,0.000252199,false
ID1007700222,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,385921.1323,0.324374962,125183,614,0,0.000345597,false
ID1007700223,2022-12-01,Retail,Mortgage,Sweden,Medelpad,capped rate,316854.4176,0.705017954,223388,886,0,0.000273651,false
ID1007700224,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,332016.2734,0.390194062,129551,830,2,0.000291775,false
ID1007700225,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,413017.7638,0.259614657,107225,558,2,0.000146815,false
ID1007700226,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,313911.2438,0.382458804,120058,10005,3,1,true
ID1007700227,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,394097.2655,0.362267424,142769,476,0,0.000258109,false
ID1007700228,2022-12-01,Retail,Mortgage,Sweden,Medelpad,capped rate,337505.7381,0.408956524,138025,639,2,0.000250922,false
ID1007700229,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,331199.4574,0.349771748,115844,1073,0,0.000254568,false
ID1007700230,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,360525.4118,0.451044273,162613,4517,0,0.000198028,false
ID1007700231,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,285128.5221,0.506012625,144279,6012,0,0.000335654,false
ID1007700232,2022-12-01,Retail,Mortgage,Sweden,Oland,floating rate,415459.7336,0.421640494,175175,608,0,0.000252058,false
ID1007700233,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,371009.4967,0.409490864,151925,1583,0,0.000216244,false
ID1007700234,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,397373.0636,0.283426274,112626,853,1,0.000335605,false
ID1007700235,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,376070.5847,0.30766344,115703,803,2,0.00031674,false
ID1007700236,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,347357.26,0.450667041,156542,652,1,0.00032752,false
ID1007700237,2022-12-01,Retail,Mortgage,Sweden,Jamtland,capped rate,379870.1617,0.418212096,158866,4413,0,0.000284968,false
ID1007700238,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,343629.9772,0.380706203,130822,474,2,0.000240441,false
ID1007700239,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,336775.5918,0.37579317,126558,879,2,0.000289281,false
ID1007700240,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,390527.4116,0.270997599,105832,339,0,0.000305892,false
ID1007700241,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,289379.6242,0.427346362,123665,1145,0,0.00027472,false
ID1007700242,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,317147.1069,0.227011312,71996,240,1,0.000312683,false
ID1007700243,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,capped rate,307563.4416,0.522413555,160675,2678,3,1,true
ID1007700244,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,floating rate,340752.9264,0.29445286,100336,523,3,1,true
ID1007700245,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,312810.6857,0.261098128,81674,400,0,0.000271278,false
ID1007700246,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,256428.7204,0.493888332,126647,377,0,0.000200345,false
ID1007700247,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,350725.8971,0.360329179,126377,376,0,0.000219562,false
ID1007700248,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,floating rate,322945.3998,0.24049119,77666,270,0,0.000380687,false
ID1007700249,2022-12-01,Retail,Mortgage,Sweden,Jamtland,capped rate,359152.0057,0.5162366,185407,702,0,0.000314838,false
ID1007700250,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,445095.2223,0.540233594,240455,1670,0,0.000279727,false
ID1007700251,2022-12-01,Retail,Mortgage,Sweden,Blekinge,floating rate,342332.3794,0.450189777,154115,803,0,0.000286655,false
ID1007700252,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,399361.0678,0.557676716,222714,773,1,0.000362133,false
ID1007700253,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,458064.5659,0.443662792,203226,2419,0,0.000326739,false
ID1007700254,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,316060.6691,0.336626715,106394,422,2,0.000380755,false
ID1007700255,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,362750.4243,0.298266412,108196,601,0,0.000334623,false
ID1007700256,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,390745.9553,0.365515506,142824,793,0,0.0002152,false
ID1007700257,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,430630.6174,0.491763526,211768,1471,0,0.000291041,false
ID1007700258,2022-12-01,Retail,Mortgage,Sweden,Gotland,fixed rate,401666.4989,0.422501064,169705,14142,0,0.000294088,false
ID1007700259,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,392071.0471,0.406824046,159504,831,0,0.000271354,false
ID1007700260,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,335403.1224,0.51092608,171366,714,0,0.000281699,false
ID1007700261,2022-12-01,Retail,Mortgage,Sweden,Halland,fixed rate,401157.983,0.247417453,99253,394,1,0.000284481,false
ID1007700262,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,305580.4018,0.394805094,120645,372,0,0.000300814,false
ID1007700263,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,295864.4747,0.28174253,83358,496,0,0.000341995,false
ID1007700264,2022-12-01,Retail,Mortgage,Sweden,Lappland,capped rate,341826.8619,0.246203323,84159,334,0,0.000406878,false
ID1007700265,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,311647.4658,0.563413942,175587,975,0,0.000286861,false
ID1007700266,2022-12-01,Retail,Mortgage,Sweden,Jamtland,capped rate,382965.991,0.543835429,208270,1021,2,0.000320282,false
ID1007700267,2022-12-01,Retail,Mortgage,Sweden,Jamtland,capped rate,339526.2227,0.556497267,188945,984,0,0.000241007,false
ID1007700268,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,426902.7112,0.357835017,152761,909,2,0.000252496,false
ID1007700269,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,295995.8173,0.337790775,99985,362,3,1,true
ID1007700270,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,fixed rate,418355.9685,0.252049708,105446,366,0,0.000322196,false
ID1007700271,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,375263.1273,0.446012117,167372,1395,0,0.000224264,false
ID1007700272,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,floating rate,413738.1773,0.369261738,152778,530,0,0.000302203,false
ID1007700273,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,350847.4128,0.41037211,143978,429,1,0.000319644,false
ID1007700274,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,341910.6618,0.38434957,131413,1564,1,0.000256499,false
ID1007700275,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,340364.8993,0.406748099,138443,577,1,0.000305837,false
ID1007700276,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,320379.3185,0.452230925,144885,1342,0,0.000343928,false
ID1007700277,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,329880.6591,0.296316229,97749,326,2,0.000335079,false
ID1007700278,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,339581.7252,0.317889617,107950,391,0,0.000213386,false
ID1007700279,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,floating rate,361774.0155,0.469265631,169768,544,0,0.000307413,false
ID1007700280,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,436477.6297,0.431089471,188161,1425,1,0.000245692,false
ID1007700281,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,333202.1809,0.636797391,212182,982,0,0.000383537,false
ID1007700282,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,361803.6057,0.348492641,126086,955,1,0.000202983,false
ID1007700283,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,464222.6136,0.507098909,235407,1032,0,0.000384146,false
ID1007700284,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,floating rate,348053.3446,0.417114595,145178,605,1,0.000257271,false
ID1007700285,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,355609.3057,0.272366735,96856,1009,0,0.00031864,false
ID1007700286,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,395762.6867,0.438422852,173511,1807,1,0.000301276,false
ID1007700287,2022-12-01,Retail,Mortgage,Sweden,Halsingland,capped rate,405877.412,0.265943469,107940,346,0,0.000302963,false
ID1007700288,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,424448.0778,0.46334083,196664,8194,0,0.00026016,false
ID1007700289,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,393832.97,0.546165337,215098,17925,2,0.00025385,false
ID1007700290,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,344593.3691,0.36699243,126463,555,1,0.000281963,false
ID1007700291,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,390602.944,0.470358162,183723,1094,2,0.000321378,false
ID1007700292,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,396642.9982,0.371347187,147292,558,0,0.000329884,false
ID1007700293,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,444052.3357,0.268049834,119028,496,1,0.000295066,false
ID1007700294,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,376295.2222,0.360607318,135695,471,0,0.0003124,false
ID1007700295,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,309794.2604,0.527124634,163300,619,1,0.000366388,false
ID1007700296,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,432778.2396,0.551476523,238667,710,0,0.000350847,false
ID1007700297,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,440941.2611,0.279507894,123247,541,0,0.000304564,false
ID1007700298,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,342323.1522,0.297140996,101718,339,1,0.000359064,false
ID1007700299,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,350184.0186,0.420984501,147422,12285,0,0.000311058,false
ID1007700300,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,386013.0082,0.558825246,215714,999,0,0.00031936,false
ID1007700301,2022-12-01,Retail,Mortgage,Sweden,Lappland,capped rate,368455.1131,0.425407611,156744,653,0,0.000245389,false
ID1007700302,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,capped rate,395745.1125,0.326213394,129097,430,1,0.000266438,false
ID1007700303,2022-12-01,Retail,Mortgage,Sweden,Gotland,capped rate,372354.7892,0.476280514,177345,643,0,0.000356749,false
ID1007700304,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,378739.6315,0.464444907,175904,733,0,0.000383177,false
ID1007700305,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,423779.5716,0.440176453,186538,707,1,0.000221071,false
ID1007700306,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,356489.5083,0.526183213,187579,711,1,0.000334081,false
ID1007700307,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,311284.4547,0.419405779,130554,453,1,0.000279022,false
ID1007700308,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,406262.7393,0.550034347,223458,716,1,0.000267814,false
ID1007700309,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,369356.244,0.632981331,233796,696,0,0.000399603,false
ID1007700310,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,394989.1085,0.554181924,218896,676,1,0.0002101,false
ID1007700311,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,386949.4469,0.315967289,122263,637,2,0.000304113,false
ID1007700312,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,317399.0293,0.422173667,133998,657,2,0.000188283,false
ID1007700313,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,402732.2877,0.535389012,215618,1283,0,0.000299731,false
ID1007700314,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,358094.3952,0.344571743,123389,490,0,0.000232251,false
ID1007700315,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,350906.3758,0.318995846,111938,1555,0,0.000307866,false
ID1007700316,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,295935.2388,0.513439033,151945,487,3,1,true
ID1007700317,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,439728.0427,0.368964852,162244,520,0,0.000368135,false
ID1007700318,2022-12-01,Retail,Mortgage,Sweden,Jamtland,capped rate,383496.4018,0.353166832,135438,1129,0,0.000198348,false
ID1007700319,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,288344.7464,0.506300044,145989,716,2,0.000289245,false
ID1007700320,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,360745.1997,0.467191213,168537,1404,0,0.00034412,false
ID1007700321,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,363023.9371,0.357175273,129663,432,0,0.000272525,false
ID1007700322,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,389040.4911,0.315401288,122704,10225,0,0.000245069,false
ID1007700323,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,332269.6589,0.4596122,152715,1818,0,0.000260058,false
ID1007700324,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,372383.4584,0.402888256,150029,2500,1,0.000240866,false
ID1007700325,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,416754.3666,0.397919022,165834,532,3,1,true
ID1007700326,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,383420.6846,0.382795812,146772,532,2,0.000426651,false
ID1007700327,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,351826.3563,0.361748799,127273,1515,0,0.000276726,false
ID1007700328,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,287124.7006,0.411052211,118023,428,0,0.000251586,false
ID1007700329,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,fixed rate,354667.9908,0.519404595,184216,2193,2,0.000239432,false
ID1007700330,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,372905.9426,0.332169601,123868,938,0,0.000323466,false
ID1007700331,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,fixed rate,333330.2064,0.260820417,86939,345,0,0.0002634,false
ID1007700332,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,271189.6594,0.538662517,146080,6087,0,0.000331492,false
ID1007700333,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,418952.5769,0.485277308,203308,770,0,0.000277835,false
ID1007700334,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,342641.891,0.363035518,124391,1037,0,0.000275558,false
ID1007700335,2022-12-01,Retail,Mortgage,Sweden,Gotland,fixed rate,449123.9107,0.272576538,122421,425,2,0.00033979,false
ID1007700336,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,352068.7744,0.37043642,130419,518,0,0.00041239,false
ID1007700337,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,375391.2818,0.503231359,188909,1049,0,0.000337779,false
ID1007700338,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,390296.1523,0.523282828,204235,1702,0,0.000293558,false
ID1007700339,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,427205.0036,0.387111334,165376,1969,0,0.000279169,false
ID1007700340,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,398981.6552,0.333812187,133185,694,0,0.00034658,false
ID1007700341,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,294414.4516,0.359021992,105701,551,0,0.000320989,false
ID1007700342,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,272363.3859,0.432990785,117931,756,1,0.000342734,false
ID1007700343,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,328298.1552,0.408845949,134223,466,0,0.000298331,false
ID1007700344,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,387782.3443,0.334808926,129833,601,0,0.000307293,false
ID1007700345,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,412599.1952,0.351420575,144996,929,1,0.000276818,false
ID1007700346,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,352913.3673,0.439689609,155172,539,0,0.000248889,false
ID1007700347,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,382353.7035,0.34818141,133128,11094,2,0.000310456,false
ID1007700348,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,327567.6413,0.244102668,79960,476,2,0.00026635,false
ID1007700349,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,fixed rate,369775.6564,0.409662231,151483,4208,0,0.000288526,false
ID1007700350,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,334779.557,0.620582775,207758,911,1,0.000248868,false
ID1007700351,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,349286.3782,0.363075347,126817,440,3,1,true
ID1007700352,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,432067.6723,0.243833957,105353,338,0,0.000346751,false
ID1007700353,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,273478.2969,0.504095221,137859,442,1,0.000262311,false
ID1007700354,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,226473.5528,0.382962035,86731,657,0,0.00030288,false
ID1007700355,2022-12-01,Retail,Mortgage,Sweden,Jamtland,capped rate,349111.5308,0.27971129,97650,428,0,0.000225221,false
ID1007700356,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,318785.7659,0.386377769,123172,467,2,0.00031461,false
ID1007700357,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,354522.0098,0.440454589,156151,566,3,1,true
ID1007700358,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,367664.7153,0.439874838,161726,749,2,0.000315173,false
ID1007700359,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,398829.2308,0.532399636,212337,737,1,0.000278401,false
ID1007700360,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,361503.501,0.194943471,70473,534,0,0.000269174,false
ID1007700361,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,358494.4249,0.446384464,160026,1667,0,0.000339862,false
ID1007700362,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,fixed rate,396833.9655,0.47162617,187157,1950,1,0.00033258,false
ID1007700363,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,442309.3412,0.270973679,119854,370,0,0.000360501,false
ID1007700364,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,354342.4721,0.329297232,116684,1080,0,0.000273917,false
ID1007700365,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,fixed rate,349845.3212,0.311107692,108840,756,0,0.000287005,false
ID1007700366,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,380180.944,0.333941489,126958,392,1,0.000279864,false
ID1007700367,2022-12-01,Retail,Mortgage,Sweden,Halland,floating rate,334289.1399,0.337586237,112851,470,0,0.000342972,false
ID1007700368,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,396680.0141,0.274062077,108715,503,0,0.000338065,false
ID1007700369,2022-12-01,Retail,Mortgage,Sweden,Dalarna,floating rate,392660.0804,0.521934032,204943,1067,2,0.000316375,false
ID1007700370,2022-12-01,Retail,Mortgage,Sweden,Jamtland,capped rate,408489.326,0.306539461,125218,652,0,0.000347799,false
ID1007700371,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,floating rate,366210.1917,0.274144731,100395,364,0,0.000318957,false
ID1007700372,2022-12-01,Retail,Mortgage,Sweden,Blekinge,floating rate,295642.2209,0.330361145,97669,370,1,0.000280349,false
ID1007700373,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,463204.1811,0.380043118,176038,638,0,0.000334276,false
ID1007700374,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,capped rate,365398.8249,0.344734403,125966,954,0,0.000271191,false
ID1007700375,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,343697.6512,0.330812724,113700,592,0,0.000291533,false
ID1007700376,2022-12-01,Retail,Mortgage,Sweden,Gotland,floating rate,407755.8835,0.451675547,184173,2558,0,0.000218205,false
ID1007700377,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,303798.4863,0.283544643,86140,359,0,0.000274626,false
ID1007700378,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,427891.6733,0.37345666,159799,605,0,0.000321067,false
ID1007700379,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,403692.5843,0.26979684,108915,395,2,0.000406139,false
ID1007700380,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,321012.9402,0.363379106,116649,423,0,0.000327761,false
ID1007700381,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,431163.6562,0.435399857,187729,7822,0,0.000241286,false
ID1007700382,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,342223.7929,0.280324139,95934,400,0,0.000266739,false
ID1007700383,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,362400.1194,0.381055617,138095,1918,0,0.000250019,false
ID1007700384,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,378489.4972,0.425944384,161215,672,1,0.000320017,false
ID1007700385,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,374909.3816,0.350718881,131488,645,0,0.000296539,false
ID1007700386,2022-12-01,Retail,Mortgage,Sweden,Narke,capped rate,366867.4932,0.322748281,118406,1410,3,1,true
ID1007700387,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,353213.8492,0.446399715,157675,487,3,1,true
ID1007700388,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,432369.8029,0.34512591,149222,1382,2,0.000295834,false
ID1007700389,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,369992.9667,0.217530482,80485,516,0,0.000251894,false
ID1007700390,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,298999.0281,0.302799069,90537,686,0,0.000375043,false
ID1007700391,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,400610.7225,0.245537014,98365,586,3,1,true
ID1007700392,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,373489.7883,0.362654421,135448,705,0,0.000365923,false
ID1007700393,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,283830.3162,0.290308257,82398,429,0,0.000314782,false
ID1007700394,2022-12-01,Retail,Mortgage,Sweden,Dalsland,floating rate,444132.0435,0.468848267,208231,1928,0,0.000230167,false
ID1007700395,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,395986.4327,0.508984543,201551,2099,0,0.000359919,false
ID1007700396,2022-12-01,Retail,Mortgage,Sweden,Bohuslan,fixed rate,400650.3177,0.507803985,203452,1541,0,0.000245308,false
ID1007700397,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,437664.4909,0.270319066,118309,822,1,0.000237184,false
ID1007700398,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,361284.259,0.397059668,143451,2391,2,0.000326789,false
ID1007700399,2022-12-01,Retail,Mortgage,Sweden,Narke,floating rate,364627.1465,0.254815542,92913,484,0,0.0003609,false
ID1007700400,2022-12-01,Retail,Mortgage,Sweden,Harjedalen,floating rate,323930.5802,0.409238703,132565,921,0,0.000237806,false
ID1007700401,2022-12-01,Retail,Mortgage,Sweden,Ostergotland,capped rate,327239.71,0.471881873,154418,613,0,0.000475545,false
ID1007700402,2022-12-01,Retail,Mortgage,Sweden,Blekinge,floating rate,413474.4007,0.256410552,106019,1262,3,1,true
ID1007700403,2022-12-01,Retail,Mortgage,Sweden,Lappland,floating rate,341426.7677,0.290433947,99162,689,0,0.000279967,false
ID1007700404,2022-12-01,Retail,Mortgage,Sweden,Angermanland,fixed rate,371263.9954,0.320250891,118898,450,2,0.000313871,false
ID1007700405,2022-12-01,Retail,Mortgage,Sweden,Halsingland,floating rate,416861.9193,0.554244456,231043,963,0,0.000290609,false
ID1007700406,2022-12-01,Retail,Mortgage,Sweden,Oland,capped rate,348165.7632,0.402316154,140073,584,0,0.000239852,false
ID1007700407,2022-12-01,Retail,Mortgage,Sweden,Blekinge,fixed rate,366352.5437,0.364480397,133528,856,0,0.000336438,false
ID1007700408,2022-12-01,Retail,Mortgage,Sweden,Gastrikland,floating rate,364700.7365,0.335258871,122269,408,1,0.000369583,false
ID1007700409,2022-12-01,Retail,Mortgage,Sweden,Dalsland,fixed rate,328041.4508,0.37346784,122513,3403,0,0.000189983,false
ID1007700410,2022-12-01,Retail,Mortgage,Sweden,Medelpad,floating rate,327969.3955,0.360716886,118304,429,0,0.000272938,false
ID1007700411,2022-12-01,Retail,Mortgage,Sweden,Norrbotten,capped rate,383653.0021,0.547179348,209927,1029,0,0.000316091,false
ID1007700412,2022-12-01,Retail,Mortgage,Sweden,Jamtland,floating rate,427227.4538,0.487456885,208255,755,0,0.000245318,false
ID1007700413,2022-12-01,Retail,Mortgage,Sweden,Dalarna,fixed rate,315067.3063,0.411941895,129789,636,0,0.000355474,false
